StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,att1,att2,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,AC_3_intent_pedestri,AC_4_intent_pedestri,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,AC_3_intent_driver,AC_4_intent_driver,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,AC_3_random_pedestri,AC_4_random_pedestri,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,AC_3_random_driver,AC_4_random_driver,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,FL_4_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page3:CollectiveActionQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page3:CollectiveActionQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page3:CollectiveActionQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page3:CollectiveActionQuestions_DO
7/7/21 3:00,7/7/21 3:02,0,216.200.84.87,100,107,1,7/7/21 3:02,R_1loDYMsTeEzLrvh,,,,,39.6526947,-105.0413971,anonymous,EN,2,2,,,,,,,,,,,,,,,42,97,74,51,92,67,51,52,61,67,53,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,46,4,,,FL_9,,,,intentional_driver|blame_robodrive|blame_noah|blame_robocar,intentional_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_driver|donate_robodrive|soc_media_robodrive|likeminded_robodrive|volunteer_robodrive|nonlike_robodrive|protest_robodrive,,,,,,
7/7/21 3:00,7/7/21 3:02,0,72.205.70.11,100,74,1,7/7/21 3:02,R_3eazH1X0nhQeVeo,,,,,34.42649841,-119.8630981,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,95,0,0,1,92,80,89,88,88,10,2,2,,,,,,,,,,,,,,,2,,3,,31,5,,,FL_10,,,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,random_pedestri|volunteer_robodrive|protest_robodrive|nonlike_robodrive|likeminded_robodrive|soc_media_robodrive|donate_robodrive,,,
7/7/21 3:00,7/7/21 3:02,0,173.62.251.151,100,88,1,7/7/21 3:02,R_3PAlFf1Y4Bs8MJo,,,,,39.92170715,-75.28700256,anonymous,EN,2,2,34,85,56,45,45,50,0,0,0,0,36,24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,29,5,,,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_pedestri|nonlike_robodrive|likeminded_robodrive|donate_robodrive|soc_media_robodrive|protest_robodrive|volunteer_robodrive,,,,,,,,,
7/7/21 3:00,7/7/21 3:03,0,71.30.135.119,100,151,1,7/7/21 3:03,R_abJV5KF05V1tY0V,,,,,31.18229675,-83.76409912,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,89,100,95,100,100,10,3,100,100,84,97,2,1,2,,2,,38,4,,No,FL_11,,,,,,,,,,random_driver|blame_robocar|blame_robodrive|blame_noah,random_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,random_driver|likeminded_robodrive|donate_robodrive|volunteer_robodrive|nonlike_robodrive|protest_robodrive|soc_media_robodrive
7/7/21 2:59,7/7/21 3:03,0,68.14.62.243,100,226,1,7/7/21 3:03,R_1KiMcx9Px48h2te,,,,,41.706604,-72.57450104,anonymous,EN,2,2,,,,,,,,,,,,,,,100,2,100,100,80,100,50,40,10,40,20,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,49,5,,,FL_9,,,,intentional_driver|blame_robocar|blame_robodrive|blame_noah,intentional_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_driver|protest_robodrive|donate_robodrive|nonlike_robodrive|volunteer_robodrive|likeminded_robodrive|soc_media_robodrive,,,,,,
7/7/21 3:02,7/7/21 3:03,0,45.47.155.122,100,91,1,7/7/21 3:03,R_3EYklr6utn6YA0u,,,,,43.0980072,-73.50460052,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,98,95,88,100,100,36,51,50,43,90,100,2,1,2,,1,,34,5,,,FL_11,,,,,,,,,,random_driver|blame_robodrive|blame_noah|blame_robocar,random_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive,random_driver|volunteer_robodrive|protest_robodrive|donate_robodrive|nonlike_robodrive|soc_media_robodrive|likeminded_robodrive
7/7/21 3:03,7/7/21 3:04,0,72.172.203.116,100,86,1,7/7/21 3:04,R_31T1dmAT9cTcKuN,,,,,37.68069458,-92.65830231,anonymous,EN,2,2,,,,,,,,,,,,,,,0,100,100,100,100,100,50,100,100,62,99,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,39,3,,,FL_9,,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,intentional_driver|volunteer_robodrive|protest_robodrive|nonlike_robodrive|soc_media_robodrive|likeminded_robodrive|donate_robodrive,,,,,,
7/7/21 3:01,7/7/21 3:05,0,71.217.65.42,100,194,1,7/7/21 3:05,R_1JJkLz18sFjM6ES,,,,,35.63529968,-78.45030212,anonymous,EN,2,2,,,,,,,,,,,,,,,65,30,80,90,80,75,55,45,40,40,80,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,38,4,,,FL_9,,,,intentional_driver|blame_noah|blame_robodrive|blame_robocar,intentional_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive,intentional_driver|soc_media_robodrive|likeminded_robodrive|nonlike_robodrive|volunteer_robodrive|protest_robodrive|donate_robodrive,,,,,,
7/7/21 3:04,7/7/21 3:05,0,208.87.234.180,100,90,1,7/7/21 3:05,R_xavV8Gd6CE29JCN,,,,,37.75100708,-97.8219986,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,100,100,50,0,0,0,0,50,25,2,1,1,,1,,33,8,,,FL_11,,,,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,random_driver|soc_media_robodrive|volunteer_robodrive|protest_robodrive|likeminded_robodrive|nonlike_robodrive|donate_robodrive
7/7/21 3:02,7/7/21 3:06,0,172.58.155.98,100,205,1,7/7/21 3:06,R_pMexcqJFIqPrgaJ,,,,,35.12930298,-80.86399841,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,92,100,100,100,71,52,53,93,74,82,2,2,,,,,,,,,,,,,,,2,,1,,57,5,,,FL_10,,,,,,,random_pedestri|blame_robocar|blame_noah|blame_robodrive,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,random_pedestri|donate_robodrive|volunteer_robodrive|nonlike_robodrive|protest_robodrive|likeminded_robodrive|soc_media_robodrive,,,
7/7/21 3:02,7/7/21 3:06,0,68.134.218.51,100,207,1,7/7/21 3:06,R_DHJca7IvmBTeJqh,,,,,38.95120239,-76.49440002,anonymous,EN,2,2,100,0,100,100,100,100,90,90,90,90,91,90,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,78,6,,no comments,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,intentional_pedestri|soc_media_robodrive|protest_robodrive|volunteer_robodrive|likeminded_robodrive|donate_robodrive|nonlike_robodrive,,,,,,,,,
7/7/21 3:05,7/7/21 3:06,0,24.193.144.107,100,65,1,7/7/21 3:06,R_2hol3JVdo03p9Xr,,,,,40.72920227,-73.75140381,anonymous,EN,2,2,63,69,76,80,63,73,77,58,76,84,71,85,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,26,4,,,FL_8,intentional_pedestri|blame_robocar|blame_robodrive|blame_noah,intentional_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,intentional_pedestri|protest_robodrive|volunteer_robodrive|soc_media_robodrive|donate_robodrive|nonlike_robodrive|likeminded_robodrive,,,,,,,,,
7/7/21 3:02,7/7/21 3:06,0,97.73.100.120,100,239,1,7/7/21 3:06,R_3oG7K4dvyAgIP7O,,,,,35.229599,-80.84300232,anonymous,EN,2,2,9,26,100,61,0,9,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,33,2,,no,FL_8,intentional_pedestri|blame_robocar|blame_robodrive|blame_noah,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_pedestri|likeminded_robodrive|nonlike_robodrive|donate_robodrive|soc_media_robodrive|protest_robodrive|volunteer_robodrive,,,,,,,,,
7/7/21 3:06,7/7/21 3:08,0,72.207.80.14,100,129,1,7/7/21 3:08,R_3GvwheF78oWhDnP,,,,,33.24209595,-117.3045044,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,78,81,21,71,10,0,0,0,0,65,7,2,1,2,,1,,33,5,,,FL_11,,,,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_driver|protest_robodrive|soc_media_robodrive|volunteer_robodrive|nonlike_robodrive|likeminded_robodrive|donate_robodrive
7/7/21 3:07,7/7/21 3:09,0,192.80.131.238,100,121,1,7/7/21 3:09,R_3hilAxW6ixzWWsC,,,,,42.02850342,-85.80079651,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,82,50,30,81,29,33,20,1,19,72,1,2,2,,,,,,,,,,,,,,,2,,1,,54,2,,,FL_10,,,,,,,random_pedestri|blame_noah|blame_robodrive|blame_robocar,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,random_pedestri|volunteer_robodrive|soc_media_robodrive|protest_robodrive|donate_robodrive|likeminded_robodrive|nonlike_robodrive,,,
7/7/21 3:07,7/7/21 3:09,0,162.196.176.250,100,160,1,7/7/21 3:09,R_C7Iau96tEqxWAKZ,,,,,34.23260498,-118.5480957,anonymous,EN,2,2,62,75,94,70,73,73,0,0,0,0,29,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,52,5,,,FL_8,intentional_pedestri|blame_robocar|blame_robodrive|blame_noah,intentional_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,intentional_pedestri|donate_robodrive|nonlike_robodrive|volunteer_robodrive|likeminded_robodrive|protest_robodrive|soc_media_robodrive,,,,,,,,,
7/7/21 3:05,7/7/21 3:09,0,73.155.137.178,100,292,1,7/7/21 3:09,R_bO6Lltqglt6DsxX,,,,,29.64300537,-95.64430237,anonymous,EN,2,2,,,,,,,,,,,,,,,40,100,100,100,100,100,0,50,0,81,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,30,4,,Thank you,FL_9,,,,intentional_driver|blame_noah|blame_robodrive|blame_robocar,intentional_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive,intentional_driver|volunteer_robodrive|nonlike_robodrive|soc_media_robodrive|protest_robodrive|donate_robodrive|likeminded_robodrive,,,,,,
7/7/21 3:04,7/7/21 3:10,0,108.51.130.155,100,307,1,7/7/21 3:10,R_3fE4P6w558B2sVL,,,,,38.75190735,-76.90920258,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,100,100,100,53,1,0,15,85,3,2,2,,,,,,,,,,,,,,,2,,2,,43,5,,,FL_10,,,,,,,random_pedestri|blame_robodrive|blame_robocar|blame_noah,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,random_pedestri|donate_robodrive|soc_media_robodrive|nonlike_robodrive|protest_robodrive|likeminded_robodrive|volunteer_robodrive,,,
7/7/21 3:09,7/7/21 3:11,0,73.6.3.136,100,135,1,7/7/21 3:11,R_2AWPUfgZvFhWQG0,,,,,29.27929688,-94.834198,anonymous,EN,2,2,100,100,91,2,77,84,4,0,0,1,40,51,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,28,6,,,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,intentional_pedestri|likeminded_robodrive|donate_robodrive|protest_robodrive|volunteer_robodrive|soc_media_robodrive|nonlike_robodrive,,,,,,,,,
7/7/21 3:09,7/7/21 3:11,0,71.75.143.193,100,153,1,7/7/21 3:11,R_voviYAcfIQE71cZ,,,,,35.02209473,-80.53179932,anonymous,EN,2,2,,,,,,,,,,,,,,,86,76,91,96,100,89,0,0,7,0,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,27,5,,,FL_9,,,,intentional_driver|blame_robodrive|blame_noah|blame_robocar,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,intentional_driver|donate_robodrive|volunteer_robodrive|soc_media_robodrive|likeminded_robodrive|protest_robodrive|nonlike_robodrive,,,,,,
7/7/21 3:09,7/7/21 3:12,0,73.192.134.235,100,181,1,7/7/21 3:12,R_2WUuCfDDVRWj4HC,,,,,38.6710968,-121.1495056,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,10,0,5,15,4,4,0,0,60,20,2,1,1,,3,,23,5,,,FL_11,,,,,,,,,,random_driver|blame_noah|blame_robodrive|blame_robocar,random_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,random_driver|soc_media_robodrive|donate_robodrive|likeminded_robodrive|volunteer_robodrive|nonlike_robodrive|protest_robodrive
7/7/21 3:10,7/7/21 3:12,0,70.162.78.41,100,124,1,7/7/21 3:12,R_31vm2OJZazIi2o7,,,,,33.62620544,-112.0074005,anonymous,EN,2,2,,,,,,,,,,,,,,,100,0,100,0,50,100,0,0,0,0,50,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,53,5,,,FL_9,,,,intentional_driver|blame_robodrive|blame_noah|blame_robocar,intentional_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_driver|volunteer_robodrive|nonlike_robodrive|likeminded_robodrive|protest_robodrive|soc_media_robodrive|donate_robodrive,,,,,,
7/7/21 3:10,7/7/21 3:12,0,174.85.64.139,100,104,1,7/7/21 3:12,R_3QRVfphnwSbs9mH,,,,,35.44920349,-120.8851013,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,80,60,55,45,5,0,0,0,70,80,2,2,,,,,,,,,,,,,,,1,,1,,24,5,,Nope.,FL_10,,,,,,,random_pedestri|blame_robodrive|blame_noah|blame_robocar,random_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_pedestri|donate_robodrive|volunteer_robodrive|protest_robodrive|likeminded_robodrive|soc_media_robodrive|nonlike_robodrive,,,
7/7/21 3:11,7/7/21 3:12,0,73.242.53.176,100,82,1,7/7/21 3:12,R_Osf7HUZP7vCwulz,,,,,45.17010498,-93.19129944,anonymous,EN,2,2,,,,,,,,,,,,,,,35,80,70,87,86,84,53,64,59,47,57,59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,32,6,,,FL_9,,,,intentional_driver|blame_robodrive|blame_robocar|blame_noah,intentional_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_driver|likeminded_robodrive|volunteer_robodrive|protest_robodrive|soc_media_robodrive|donate_robodrive|nonlike_robodrive,,,,,,
7/7/21 3:09,7/7/21 3:12,0,50.226.190.196,100,213,1,7/7/21 3:12,R_3DokfHzNeZTHP8f,,,,,47.37980652,-122.289299,anonymous,EN,2,2,0,9,19,19,7,10,5,9,5,4,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,52,5,,,FL_8,intentional_pedestri|blame_robodrive|blame_robocar|blame_noah,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_pedestri|volunteer_robodrive|protest_robodrive|likeminded_robodrive|nonlike_robodrive|donate_robodrive|soc_media_robodrive,,,,,,,,,
7/7/21 3:10,7/7/21 3:13,0,174.62.40.150,100,166,1,7/7/21 3:13,R_1nPcV2dvhQaRVt9,,,,,35.08129883,-106.6212006,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,72,72,62,52,45,21,6,9,7,62,58,2,1,2,,1,,22,5,,I would have trouble blaming anyone in this scenario. Car crashes happen accidentally all the time and I imagine this would also be a problem with Robocar. It would be different if Robocar could stop the accident from occurring altogether.,FL_11,,,,,,,,,,random_driver|blame_noah|blame_robocar|blame_robodrive,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,random_driver|protest_robodrive|donate_robodrive|nonlike_robodrive|likeminded_robodrive|volunteer_robodrive|soc_media_robodrive
7/7/21 3:07,7/7/21 3:13,0,71.91.144.186,100,369,1,7/7/21 3:13,R_3MF1BpseUsawD3f,,,,,30.51780701,-92.08779907,anonymous,EN,2,2,,,,,,,,,,,,,,,100,50,100,100,50,100,85,50,50,50,100,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,47,4,,no,FL_9,,,,intentional_driver|blame_noah|blame_robodrive|blame_robocar,intentional_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,intentional_driver|donate_robodrive|volunteer_robodrive|soc_media_robodrive|likeminded_robodrive|protest_robodrive|nonlike_robodrive,,,,,,
7/7/21 3:12,7/7/21 3:14,0,73.146.150.247,100,99,1,7/7/21 3:14,R_2Y4YCzQtsXALIj9,,,,,39.67660522,-86.19439697,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,100,100,100,18,14,57,88,100,60,2,1,2,,1,,25,4,,,FL_11,,,,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,random_driver|soc_media_robodrive|likeminded_robodrive|protest_robodrive|donate_robodrive|nonlike_robodrive|volunteer_robodrive
7/7/21 3:09,7/7/21 3:14,0,73.138.208.150,100,292,1,7/7/21 3:14,R_1Qxs0AthCke6IOC,,,,,25.9822998,-80.14050293,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,100,100,100,100,90,100,0,0,100,100,0,2,1,1,,1,,58,4,,,FL_11,,,,,,,,,,random_driver|blame_robodrive|blame_noah|blame_robocar,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_driver|donate_robodrive|nonlike_robodrive|likeminded_robodrive|volunteer_robodrive|protest_robodrive|soc_media_robodrive
7/7/21 3:14,7/7/21 3:15,0,68.80.84.93,100,38,1,7/7/21 3:15,R_tPutXJYmlzzRyPD,,,,,40.08569336,-75.1493988,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/21 3:13,7/7/21 3:15,0,73.168.250.133,100,166,1,7/7/21 3:15,R_2dAZMXwHxVBkwSK,,,,,42.36669922,-88.09249878,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,71,54,66,66,63,58,63,64,59,67,71,3,2,,,,,,,,,,,,,,,2,,1,,67,4,,,FL_10,,,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,random_pedestri|likeminded_robodrive|protest_robodrive|volunteer_robodrive|nonlike_robodrive|soc_media_robodrive|donate_robodrive,,,
7/7/21 3:08,7/7/21 3:16,0,47.149.3.15,100,501,1,7/7/21 3:16,R_2aXIRCOboHvosa7,,,,,34.04299927,-117.7556,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,71,39,82,58,58,42,94,75,70,42,42,3,2,,,,,,,,,,,,,,,2,,4,,1995,6,,,FL_10,,,,,,,random_pedestri|blame_noah|blame_robodrive|blame_robocar,random_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,random_pedestri|volunteer_robodrive|soc_media_robodrive|nonlike_robodrive|protest_robodrive|donate_robodrive|likeminded_robodrive,,,
7/7/21 3:12,7/7/21 3:17,0,68.202.42.130,100,278,1,7/7/21 3:17,R_rjBZCc1Kwq6lNSx,,,,,29.04220581,-81.28630066,anonymous,EN,2,2,95,0,100,0,100,100,0,0,0,10,50,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,38,2,,,FL_8,intentional_pedestri|blame_noah|blame_robocar|blame_robodrive,intentional_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,intentional_pedestri|nonlike_robodrive|likeminded_robodrive|protest_robodrive|volunteer_robodrive|soc_media_robodrive|donate_robodrive,,,,,,,,,
7/7/21 3:15,7/7/21 3:17,0,76.175.51.84,100,143,1,7/7/21 3:17,R_1o5PfROCyiWhdZi,,,,,34.06750488,-118.3520966,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,10,81,40,0,0,0,0,100,100,2,2,,,,,,,,,,,,,,,1,,3,,26,5,,,FL_10,,,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,random_pedestri|donate_robodrive|soc_media_robodrive|nonlike_robodrive|protest_robodrive|volunteer_robodrive|likeminded_robodrive,,,
7/7/21 3:15,7/7/21 3:18,0,47.135.107.118,100,123,1,7/7/21 3:18,R_3MnEjlWthWIBScp,,,,,35.75320435,-81.32640076,anonymous,EN,2,2,0,100,99,63,72,80,40,0,0,39,83,50,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,35,6,,,FL_8,intentional_pedestri|blame_robocar|blame_noah|blame_robodrive,intentional_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,intentional_pedestri|protest_robodrive|nonlike_robodrive|likeminded_robodrive|donate_robodrive|volunteer_robodrive|soc_media_robodrive,,,,,,,,,
7/7/21 3:16,7/7/21 3:18,0,162.199.164.185,100,103,1,7/7/21 3:18,R_3flWLAbPXYFfhKs,,,,,33.19090271,-96.61979675,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,0,30,52,63,0,0,2,1,1,,1,,40,5,,no,FL_11,,,,,,,,,,random_driver|blame_robodrive|blame_noah|blame_robocar,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,random_driver|likeminded_robodrive|volunteer_robodrive|soc_media_robodrive|nonlike_robodrive|protest_robodrive|donate_robodrive
7/7/21 3:15,7/7/21 3:18,0,172.113.105.149,100,197,1,7/7/21 3:18,R_2y8ywFQqu0WU58x,,,,,33.91679382,-118.3432007,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,92,95,90,96,99,63,10,25,19,83,72,2,1,1,,5,hispanic,32,2,,engaging interesting survey to do i was into it,FL_11,,,,,,,,,,random_driver|blame_noah|blame_robocar|blame_robodrive,random_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,random_driver|likeminded_robodrive|protest_robodrive|donate_robodrive|nonlike_robodrive|soc_media_robodrive|volunteer_robodrive
7/7/21 3:16,7/7/21 3:18,0,73.147.101.176,100,130,1,7/7/21 3:18,R_1jZYDG2AjS3SAnd,,,,,37.62879944,-77.54889679,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,70,70,70,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,1,,1,,47,6,,,FL_10,,,,,,,random_pedestri|blame_robodrive|blame_noah|blame_robocar,random_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,random_pedestri|volunteer_robodrive|likeminded_robodrive|protest_robodrive|donate_robodrive|nonlike_robodrive|soc_media_robodrive,,,
7/7/21 3:10,7/7/21 3:19,0,71.11.49.179,100,546,1,7/7/21 3:19,R_bHkqxCdga9YLhDj,,,,,34.52510071,-82.63069916,anonymous,EN,2,2,,,,,,,,,,,,,,,0,54,100,98,100,85,0,52,50,68,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,31,5,,,FL_9,,,,intentional_driver|blame_robocar|blame_robodrive|blame_noah,intentional_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,intentional_driver|donate_robodrive|likeminded_robodrive|protest_robodrive|soc_media_robodrive|volunteer_robodrive|nonlike_robodrive,,,,,,
7/7/21 3:18,7/7/21 3:20,0,24.154.178.114,100,130,1,7/7/21 3:20,R_3LifQwATlLzE0N1,,,,,40.87950134,-79.93000031,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,100,50,81,100,0,0,0,0,61,40,2,1,2,,1,,28,4,,no,FL_11,,,,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_driver|likeminded_robodrive|donate_robodrive|volunteer_robodrive|protest_robodrive|soc_media_robodrive|nonlike_robodrive
7/7/21 3:16,7/7/21 3:21,0,75.87.108.236,100,267,1,7/7/21 3:21,R_9KzfZSmtxoX5xf3,,,,,27.70770264,-97.35510254,anonymous,EN,2,2,40,0,60,100,80,100,30,45,56,81,60,56,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,43,5,,,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,intentional_pedestri|likeminded_robodrive|protest_robodrive|soc_media_robodrive|donate_robodrive|volunteer_robodrive|nonlike_robodrive,,,,,,,,,
